,Actual,Predicted,DATE,STATION_CODES,PredictedDelay,Predicted_Delay
10699,Mostly Cloudy,Mostly Cloudy,2005-04-10,14,No Delay,None
10700,Mostly Cloudy,Partly Cloudy,2005-04-11,14,No Delay,None
10701,Mostly Cloudy,Mostly Cloudy,2005-04-12,14,No Delay,None
10702,Mostly Cloudy,Mostly Cloudy,2005-04-13,14,No Delay,None
10703,Clear,Clear,2005-04-14,14,No Delay,None
10704,Mostly Cloudy,Mostly Cloudy,2005-04-15,14,No Delay,None
10705,Mostly Cloudy,Mostly Cloudy,2005-04-16,14,No Delay,None
10706,Mostly Cloudy,Mostly Cloudy,2005-04-17,14,No Delay,None
10707,Mostly Cloudy,Mostly Cloudy,2005-04-18,14,No Delay,None
10708,Clear,Clear,2005-04-19,14,No Delay,None
10709,Clear,Partly Cloudy,2005-04-20,14,No Delay,None
10710,Clear,Clear,2005-04-21,14,No Delay,None
10711,Clear,Clear,2005-04-22,14,No Delay,None
10712,Mostly Cloudy,Mostly Cloudy,2005-04-23,14,No Delay,None
10713,Mostly Cloudy,Mostly Cloudy,2005-04-24,14,No Delay,None
10714,Mostly Cloudy,Mostly Cloudy,2005-04-25,14,No Delay,None
10715,Mostly Cloudy,Mostly Cloudy,2005-04-26,14,No Delay,None
10716,Clear,Clear,2005-04-27,14,No Delay,None
10717,Mostly Cloudy,Mostly Cloudy,2005-04-28,14,No Delay,None
10718,Mostly Cloudy,Mostly Cloudy,2005-04-29,14,No Delay,None
10719,Mostly Cloudy,Mostly Cloudy,2005-04-30,14,No Delay,None
10720,Mostly Cloudy,Mostly Cloudy,2005-05-01,14,No Delay,None
10721,Mostly Cloudy,Mostly Cloudy,2005-05-02,14,No Delay,None
10722,Mostly Cloudy,Fog,2005-05-03,14,Delay,Delay
10723,Mostly Cloudy,Mostly Cloudy,2005-05-04,14,No Delay,None
10724,Mostly Cloudy,Mostly Cloudy,2005-05-05,14,No Delay,None
10725,Mostly Cloudy,Mostly Cloudy,2005-05-06,14,No Delay,None
10726,Mostly Cloudy,Mostly Cloudy,2005-05-07,14,No Delay,None
10727,Mostly Cloudy,Mostly Cloudy,2005-05-08,14,No Delay,None
10728,Mostly Cloudy,Mostly Cloudy,2005-05-09,14,No Delay,None
10729,Mostly Cloudy,Mostly Cloudy,2005-05-10,14,No Delay,None
10730,Mostly Cloudy,Mostly Cloudy,2005-05-11,14,No Delay,None
10731,Mostly Cloudy,Partly Cloudy,2005-05-12,14,No Delay,None
10732,Mostly Cloudy,Mostly Cloudy,2005-05-13,14,No Delay,None
10733,Mostly Cloudy,Mostly Cloudy,2005-05-14,14,No Delay,None
10734,Mostly Cloudy,Mostly Cloudy,2005-05-15,14,No Delay,None
10735,Mostly Cloudy,Mostly Cloudy,2005-05-16,14,No Delay,None
10736,Mostly Cloudy,Mostly Cloudy,2005-05-17,14,No Delay,None
10737,Mostly Cloudy,Mostly Cloudy,2005-05-18,14,No Delay,None
10738,Mostly Cloudy,Mostly Cloudy,2005-05-19,14,No Delay,None
10739,Mostly Cloudy,Mostly Cloudy,2005-05-20,14,No Delay,None
10740,Mostly Cloudy,Mostly Cloudy,2005-05-21,14,No Delay,None
10741,Mostly Cloudy,Partly Cloudy,2005-05-22,14,No Delay,None
10742,Clear,Clear,2005-05-23,14,No Delay,None
10743,Clear,Clear,2005-05-24,14,No Delay,None
10744,Clear,Clear,2005-05-25,14,No Delay,None
10745,Clear,Clear,2005-05-26,14,No Delay,None
10746,Clear,Partly Cloudy,2005-05-27,14,No Delay,None
10747,Mostly Cloudy,Mostly Cloudy,2005-05-28,14,No Delay,None
10748,Mostly Cloudy,Mostly Cloudy,2005-05-29,14,No Delay,None
10749,Mostly Cloudy,Mostly Cloudy,2005-05-30,14,No Delay,None
10750,Mostly Cloudy,Mostly Cloudy,2005-05-31,14,No Delay,None
10751,Mostly Cloudy,Mostly Cloudy,2005-06-01,14,No Delay,None
10752,Mostly Cloudy,Mostly Cloudy,2005-06-02,14,No Delay,None
10753,Mostly Cloudy,Mostly Cloudy,2005-06-03,14,No Delay,None
10754,Mostly Cloudy,Mostly Cloudy,2005-06-04,14,No Delay,None
10755,Mostly Cloudy,Mostly Cloudy,2005-06-05,14,No Delay,None
10756,Mostly Cloudy,Mostly Cloudy,2005-06-06,14,No Delay,None
10757,Mostly Cloudy,Mostly Cloudy,2005-06-07,14,No Delay,None
10758,Mostly Cloudy,Mostly Cloudy,2005-06-08,14,No Delay,None
10759,Clear,Partly Cloudy,2005-06-09,14,No Delay,None
10760,Mostly Cloudy,Mostly Cloudy,2005-06-10,14,No Delay,None
10761,Mostly Cloudy,Mostly Cloudy,2005-06-11,14,No Delay,None
10762,Mostly Cloudy,Mostly Cloudy,2005-06-12,14,No Delay,None
10763,Mostly Cloudy,Mostly Cloudy,2005-06-13,14,No Delay,None
10764,Mostly Cloudy,Mostly Cloudy,2005-06-14,14,No Delay,None
10765,Clear,Mostly Cloudy,2005-06-15,14,No Delay,None
10766,Mostly Cloudy,Mostly Cloudy,2005-06-16,14,No Delay,None
10767,Mostly Cloudy,Mostly Cloudy,2005-06-17,14,No Delay,None
10768,Mostly Cloudy,Mostly Cloudy,2005-06-18,14,No Delay,None
10769,Clear,Partly Cloudy,2005-06-19,14,No Delay,None
10770,Mostly Cloudy,Mostly Cloudy,2005-06-20,14,No Delay,None
10771,Mostly Cloudy,Mostly Cloudy,2005-06-21,14,No Delay,None
10772,Mostly Cloudy,Mostly Cloudy,2005-06-22,14,No Delay,None
10773,Clear,Partly Cloudy,2005-06-23,14,No Delay,None
10774,Clear,Mostly Cloudy,2005-06-24,14,No Delay,None
10775,Mostly Cloudy,Mostly Cloudy,2005-06-25,14,No Delay,None
10776,Mostly Cloudy,Clear,2005-06-26,14,No Delay,None
10777,Mostly Cloudy,Mostly Cloudy,2005-06-27,14,No Delay,None
10778,Mostly Cloudy,Mostly Cloudy,2005-06-28,14,No Delay,None
10779,Clear,Mostly Cloudy,2005-06-29,14,No Delay,None
10780,Clear,Partly Cloudy,2005-06-30,14,No Delay,None
10781,Mostly Cloudy,Mostly Cloudy,2005-07-01,14,No Delay,None
10782,Mostly Cloudy,Mostly Cloudy,2005-07-02,14,No Delay,None
10783,Clear,Clear,2005-07-03,14,No Delay,None
10784,Clear,Clear,2005-07-04,14,No Delay,None
10785,Clear,Mostly Cloudy,2005-07-05,14,No Delay,None
10786,Mostly Cloudy,Mostly Cloudy,2005-07-06,14,No Delay,None
10787,Mostly Cloudy,Mostly Cloudy,2005-07-07,14,No Delay,None
10788,Mostly Cloudy,Mostly Cloudy,2005-07-08,14,No Delay,None
10789,Mostly Cloudy,Mostly Cloudy,2005-07-09,14,No Delay,None
10790,Mostly Cloudy,Mostly Cloudy,2005-07-10,14,No Delay,None
10791,Mostly Cloudy,Mostly Cloudy,2005-07-11,14,No Delay,None
10792,Mostly Cloudy,Mostly Cloudy,2005-07-12,14,No Delay,None
10793,Mostly Cloudy,Clear,2005-07-13,14,No Delay,None
10794,Clear,Clear,2005-07-14,14,No Delay,None
10795,Clear,Clear,2005-07-15,14,No Delay,None
10796,Clear,Partly Cloudy,2005-07-16,14,No Delay,None
10797,Clear,Clear,2005-07-17,14,No Delay,None
10798,Clear,Clear,2005-07-18,14,No Delay,None
10799,Clear,Clear,2005-07-19,14,No Delay,None
10800,Clear,Clear,2005-07-20,14,No Delay,None
10801,Clear,Clear,2005-07-21,14,No Delay,None
10802,Mostly Cloudy,Partly Cloudy,2005-07-22,14,No Delay,None
10803,Clear,Mostly Cloudy,2005-07-23,14,No Delay,None
10804,Clear,Partly Cloudy,2005-07-24,14,No Delay,None
10805,Clear,Partly Cloudy,2005-07-25,14,No Delay,None
10806,Clear,Clear,2005-07-26,14,No Delay,None
10807,Clear,Partly Cloudy,2005-07-27,14,No Delay,None
10808,Clear,Clear,2005-07-28,14,No Delay,None
10809,Clear,Clear,2005-07-29,14,No Delay,None
10810,Clear,Partly Cloudy,2005-07-30,14,No Delay,None
10811,Clear,Clear,2005-07-31,14,No Delay,None
10812,Mostly Cloudy,Mostly Cloudy,2005-08-01,14,No Delay,None
10813,Clear,Fair,2005-08-02,14,No Delay,None
10814,Clear,Clear,2005-08-03,14,No Delay,None
10815,Clear,Mostly Cloudy,2005-08-04,14,No Delay,None
10816,Clear,Clear,2005-08-05,14,No Delay,None
10817,Clear,Clear,2005-08-06,14,No Delay,None
10818,Clear,Mostly Cloudy,2005-08-07,14,No Delay,None
10819,Clear,Partly Cloudy,2005-08-08,14,No Delay,None
10820,Clear,Partly Cloudy,2005-08-09,14,No Delay,None
10821,Clear,Mostly Cloudy,2005-08-10,14,No Delay,None
10822,Clear,Clear,2005-08-11,14,No Delay,None
10823,Clear,Clear,2005-08-12,14,No Delay,None
10824,Clear,Clear,2005-08-13,14,No Delay,None
10825,Clear,Partly Cloudy,2005-08-14,14,No Delay,None
10826,Clear,Clear,2005-08-15,14,No Delay,None
10827,Clear,Clear,2005-08-16,14,No Delay,None
10828,Mostly Cloudy,Mostly Cloudy,2005-08-17,14,No Delay,None
10829,Clear,Mostly Cloudy,2005-08-18,14,No Delay,None
10830,Clear,Clear,2005-08-19,14,No Delay,None
10831,Clear,Clear,2005-08-20,14,No Delay,None
10832,Clear,Partly Cloudy,2005-08-21,14,No Delay,None
10833,Clear,Clear,2005-08-22,14,No Delay,None
10834,Clear,Mostly Cloudy,2005-08-23,14,No Delay,None
10835,Clear,Clear,2005-08-24,14,No Delay,None
10836,Clear,Clear,2005-08-25,14,No Delay,None
10837,Clear,Clear,2005-08-26,14,No Delay,None
10838,Clear,Partly Cloudy,2005-08-27,14,No Delay,None
10839,Clear,Clear,2005-08-28,14,No Delay,None
10840,Mostly Cloudy,Mostly Cloudy,2005-08-29,14,No Delay,None
10841,Clear,Partly Cloudy,2005-08-30,14,No Delay,None
10842,Clear,Clear,2005-08-31,14,No Delay,None
10843,Clear,Partly Cloudy,2005-09-01,14,No Delay,None
10844,Clear,Partly Cloudy,2005-09-02,14,No Delay,None
10845,Mostly Cloudy,Partly Cloudy,2005-09-03,14,No Delay,None
10846,Clear,Clear,2005-09-04,14,No Delay,None
10847,Clear,Clear,2005-09-05,14,No Delay,None
10848,Clear,Clear,2005-09-06,14,No Delay,None
10849,Clear,Clear,2005-09-07,14,No Delay,None
10850,Clear,Clear,2005-09-08,14,No Delay,None
10851,Mostly Cloudy,Mostly Cloudy,2005-09-09,14,No Delay,None
10852,Mostly Cloudy,Mostly Cloudy,2005-09-10,14,No Delay,None
10853,Mostly Cloudy,Mostly Cloudy,2005-09-11,14,No Delay,None
10854,Clear,Mostly Cloudy,2005-09-12,14,No Delay,None
10855,Clear,Clear,2005-09-13,14,No Delay,None
10856,Clear,Clear,2005-09-14,14,No Delay,None
10857,Mostly Cloudy,Mostly Cloudy,2005-09-15,14,No Delay,None
10858,Mostly Cloudy,Mostly Cloudy,2005-09-16,14,No Delay,None
10859,Mostly Cloudy,Mostly Cloudy,2005-09-17,14,No Delay,None
10860,Clear,Mostly Cloudy,2005-09-18,14,No Delay,None
10861,Clear,Clear,2005-09-19,14,No Delay,None
10862,Clear,Clear,2005-09-20,14,No Delay,None
10863,Clear,Clear,2005-09-21,14,No Delay,None
10864,Mostly Cloudy,Mostly Cloudy,2005-09-22,14,No Delay,None
10865,Clear,Clear,2005-09-23,14,No Delay,None
10866,Clear,Clear,2005-09-24,14,No Delay,None
10867,Clear,Clear,2005-09-25,14,No Delay,None
10868,Clear,Clear,2005-09-26,14,No Delay,None
10869,Clear,Clear,2005-09-27,14,No Delay,None
10870,Clear,Clear,2005-09-28,14,No Delay,None
10871,Mostly Cloudy,Partly Cloudy,2005-09-29,14,No Delay,None
10872,Mostly Cloudy,Mostly Cloudy,2005-09-30,14,No Delay,None
10873,Mostly Cloudy,Mostly Cloudy,2005-10-01,14,No Delay,None
10874,Mostly Cloudy,Mostly Cloudy,2005-10-02,14,No Delay,None
10875,Mostly Cloudy,Mostly Cloudy,2005-10-03,14,No Delay,None
10876,Mostly Cloudy,Mostly Cloudy,2005-10-04,14,No Delay,None
10877,Mostly Cloudy,Mostly Cloudy,2005-10-05,14,No Delay,None
10878,Mostly Cloudy,Mostly Cloudy,2005-10-06,14,No Delay,None
10879,Mostly Cloudy,Mostly Cloudy,2005-10-07,14,No Delay,None
10880,Mostly Cloudy,Mostly Cloudy,2005-10-08,14,No Delay,None
10881,Mostly Cloudy,Partly Cloudy,2005-10-09,14,No Delay,None
10882,Mostly Cloudy,Mostly Cloudy,2005-10-10,14,No Delay,None
10883,Clear,Clear,2005-10-11,14,No Delay,None
10884,Mostly Cloudy,Mostly Cloudy,2005-10-12,14,No Delay,None
10885,Mostly Cloudy,Mostly Cloudy,2005-10-13,14,No Delay,None
10886,Mostly Cloudy,Partly Cloudy,2005-10-14,14,No Delay,None
10887,Mostly Cloudy,Mostly Cloudy,2005-10-15,14,No Delay,None
10888,Mostly Cloudy,Mostly Cloudy,2005-10-16,14,No Delay,None
10889,Mostly Cloudy,Mostly Cloudy,2005-10-17,14,No Delay,None
10890,Mostly Cloudy,Mostly Cloudy,2005-10-18,14,No Delay,None
10891,Mostly Cloudy,Mostly Cloudy,2005-10-19,14,No Delay,None
10892,Mostly Cloudy,Mostly Cloudy,2005-10-20,14,No Delay,None
10893,Mostly Cloudy,Mostly Cloudy,2005-10-21,14,No Delay,None
10894,Mostly Cloudy,Mostly Cloudy,2005-10-22,14,No Delay,None
10895,Mostly Cloudy,Mostly Cloudy,2005-10-23,14,No Delay,None
10896,Mostly Cloudy,Mostly Cloudy,2005-10-24,14,No Delay,None
10897,Mostly Cloudy,Mostly Cloudy,2005-10-25,14,No Delay,None
10898,Mostly Cloudy,Mostly Cloudy,2005-10-26,14,No Delay,None
10899,Mostly Cloudy,Mostly Cloudy,2005-10-27,14,No Delay,None
10900,Mostly Cloudy,Mostly Cloudy,2005-10-28,14,No Delay,None
10901,Mostly Cloudy,Mostly Cloudy,2005-10-29,14,No Delay,None
10902,Mostly Cloudy,Mostly Cloudy,2005-10-30,14,No Delay,None
10903,Mostly Cloudy,Mostly Cloudy,2005-10-31,14,No Delay,None
10904,Mostly Cloudy,Mostly Cloudy,2005-11-01,14,No Delay,None
10905,Mostly Cloudy,Mostly Cloudy,2005-11-02,14,No Delay,None
10906,Mostly Cloudy,Mostly Cloudy,2005-11-03,14,No Delay,None
10907,Mostly Cloudy,Mostly Cloudy,2005-11-04,14,No Delay,None
10908,Mostly Cloudy,Mostly Cloudy,2005-11-05,14,No Delay,None
10909,Mostly Cloudy,Mostly Cloudy,2005-11-06,14,No Delay,None
10910,Mostly Cloudy,Mostly Cloudy,2005-11-07,14,No Delay,None
10911,Mostly Cloudy,Mostly Cloudy,2005-11-08,14,No Delay,None
10912,Mostly Cloudy,Clear,2005-11-09,14,No Delay,None
10913,Mostly Cloudy,Mostly Cloudy,2005-11-10,14,No Delay,None
10914,Mostly Cloudy,Mostly Cloudy,2005-11-11,14,No Delay,None
10915,Mostly Cloudy,Mostly Cloudy,2005-11-12,14,No Delay,None
10916,Mostly Cloudy,Mostly Cloudy,2005-11-13,14,No Delay,None
10917,Mostly Cloudy,Mostly Cloudy,2005-11-14,14,No Delay,None
10918,Mostly Cloudy,Partly Cloudy,2005-11-15,14,No Delay,None
10919,Clear,Clear,2005-11-16,14,No Delay,None
10920,Mostly Cloudy,Mostly Cloudy,2005-11-17,14,No Delay,None
10921,Mostly Cloudy,Mostly Cloudy,2005-11-18,14,No Delay,None
10922,Mostly Cloudy,Mostly Cloudy,2005-11-19,14,No Delay,None
10923,Mostly Cloudy,Mostly Cloudy,2005-11-20,14,No Delay,None
10924,Mostly Cloudy,Mostly Cloudy,2005-11-21,14,No Delay,None
10925,Mostly Cloudy,Mostly Cloudy,2005-11-22,14,No Delay,None
10926,Mostly Cloudy,Mostly Cloudy,2005-11-23,14,No Delay,None
10927,Mostly Cloudy,Mostly Cloudy,2005-11-24,14,No Delay,None
10928,Mostly Cloudy,Mostly Cloudy,2005-11-25,14,No Delay,None
10929,Mostly Cloudy,Mostly Cloudy,2005-11-26,14,No Delay,None
10930,Mostly Cloudy,Mostly Cloudy,2005-11-27,14,No Delay,None
10931,Mostly Cloudy,Mostly Cloudy,2005-11-28,14,No Delay,None
10932,Mostly Cloudy,Mostly Cloudy,2005-11-29,14,No Delay,None
10933,Mostly Cloudy,Mostly Cloudy,2005-11-30,14,No Delay,None
10934,Mostly Cloudy,Mostly Cloudy,2005-12-01,14,No Delay,None
10935,Mostly Cloudy,Mostly Cloudy,2005-12-02,14,No Delay,None
10936,Mostly Cloudy,Mostly Cloudy,2005-12-03,14,No Delay,None
10937,Mostly Cloudy,Mostly Cloudy,2005-12-04,14,No Delay,None
10938,Mostly Cloudy,Mostly Cloudy,2005-12-05,14,No Delay,None
10939,Mostly Cloudy,Mostly Cloudy,2005-12-06,14,No Delay,None
10940,Mostly Cloudy,Mostly Cloudy,2005-12-07,14,No Delay,None
10941,Mostly Cloudy,Mostly Cloudy,2005-12-08,14,No Delay,None
10942,Mostly Cloudy,Mostly Cloudy,2005-12-09,14,No Delay,None
10943,Clear,Partly Cloudy,2005-12-10,14,No Delay,None
10944,Clear,Clear,2005-12-11,14,No Delay,None
10945,Mostly Cloudy,Mostly Cloudy,2005-12-12,14,No Delay,None
10946,Mostly Cloudy,Mostly Cloudy,2005-12-13,14,No Delay,None
10947,Mostly Cloudy,Mostly Cloudy,2005-12-14,14,No Delay,None
10948,Mostly Cloudy,Mostly Cloudy,2005-12-15,14,No Delay,None
10949,Clear,Clear,2005-12-16,14,No Delay,None
10950,Clear,Clear,2005-12-17,14,No Delay,None
10951,Mostly Cloudy,Partly Cloudy,2005-12-18,14,No Delay,None
10952,Mostly Cloudy,Mostly Cloudy,2005-12-19,14,No Delay,None
10953,Mostly Cloudy,Mostly Cloudy,2005-12-20,14,No Delay,None
10954,Mostly Cloudy,Mostly Cloudy,2005-12-21,14,No Delay,None
10955,Mostly Cloudy,Mostly Cloudy,2005-12-22,14,No Delay,None
10956,Mostly Cloudy,Mostly Cloudy,2005-12-23,14,No Delay,None
10957,Mostly Cloudy,Mostly Cloudy,2005-12-24,14,No Delay,None
10958,Mostly Cloudy,Mostly Cloudy,2005-12-25,14,No Delay,None
10959,Mostly Cloudy,Mostly Cloudy,2005-12-26,14,No Delay,None
10960,Mostly Cloudy,Mostly Cloudy,2005-12-27,14,No Delay,None
10961,Mostly Cloudy,Mostly Cloudy,2005-12-28,14,No Delay,None
10962,Mostly Cloudy,Mostly Cloudy,2005-12-29,14,No Delay,None
10963,Mostly Cloudy,Mostly Cloudy,2005-12-30,14,No Delay,None
10964,Mostly Cloudy,Mostly Cloudy,2005-12-31,14,No Delay,None
10965,Snow,Rain,2004-01-01,15,No Delay,None
10966,Snow,Rain,2004-01-02,15,No Delay,None
10967,Rain,Rain,2004-01-03,15,No Delay,None
10968,Snow,Rain,2004-01-04,15,No Delay,None
10969,Mostly Cloudy,Mostly Cloudy,2004-01-05,15,No Delay,None
10970,Snow,Snow,2004-01-06,15,Delay,Delay
10971,Fog,Snow,2004-01-07,15,Delay,Delay
10972,Mostly Cloudy,Mostly Cloudy,2004-01-08,15,No Delay,None
10973,Mostly Cloudy,Mostly Cloudy,2004-01-09,15,No Delay,None
10974,Mostly Cloudy,Partly Cloudy,2004-01-10,15,No Delay,None
10975,Rain,Rain,2004-01-11,15,No Delay,None
10976,Mostly Cloudy,Mostly Cloudy,2004-01-12,15,No Delay,None
10977,Mostly Cloudy,Rain,2004-01-13,15,No Delay,None
10978,Mostly Cloudy,Rain,2004-01-14,15,No Delay,None
10979,Rain,Mostly Cloudy,2004-01-15,15,No Delay,None
10980,Mostly Cloudy,Mostly Cloudy,2004-01-16,15,No Delay,None
10981,Mostly Cloudy,Mostly Cloudy,2004-01-17,15,No Delay,None
10982,Rain,Mostly Cloudy,2004-01-18,15,No Delay,None
10983,Rain,Rain,2004-01-19,15,No Delay,None
10984,Rain,Clear,2004-01-20,15,No Delay,None
10985,Mostly Cloudy,Clear,2004-01-21,15,No Delay,None
10986,Mostly Cloudy,Partly Cloudy and Rain Showers,2004-01-22,15,No Delay,None
10987,Rain,Rain,2004-01-23,15,No Delay,None
10988,Rain,Rain,2004-01-24,15,No Delay,None
10989,Rain,Rain,2004-01-25,15,No Delay,None
10990,Mostly Cloudy,Mostly Cloudy,2004-01-26,15,No Delay,None
10991,Rain,Rain,2004-01-27,15,No Delay,None
10992,Rain,Rain,2004-01-28,15,No Delay,None
10993,Rain,Rain,2004-01-29,15,No Delay,None
10994,Rain,Rain,2004-01-30,15,No Delay,None
10995,Rain,Mostly Cloudy,2004-01-31,15,No Delay,None
10996,Overcast,Overcast,2004-02-01,15,No Delay,None
10997,Mostly Cloudy,Rain,2004-02-02,15,No Delay,None
10998,Mostly Cloudy,Mostly Cloudy,2004-02-03,15,No Delay,None
10999,Mostly Cloudy,Snow,2004-02-04,15,Delay,Delay
11000,Partly Cloudy,Mostly Cloudy,2004-02-05,15,No Delay,None
11001,Rain,Mostly Cloudy,2004-02-06,15,No Delay,None
11002,Mostly Cloudy,Fog,2004-02-07,15,Delay,Delay
11003,Rain,Rain,2004-02-08,15,No Delay,None
11004,Mostly Cloudy,Fair,2004-02-09,15,No Delay,None
11005,Clear,Mostly Cloudy,2004-02-10,15,No Delay,None
11006,Partly Cloudy,Partly Cloudy,2004-02-11,15,No Delay,None
11007,Partly Cloudy,Clear,2004-02-12,15,No Delay,None
11008,Mostly Cloudy,Partly Cloudy,2004-02-13,15,No Delay,None
11009,Mostly Cloudy,Rain,2004-02-14,15,No Delay,None
11010,Mostly Cloudy,Partly Cloudy,2004-02-15,15,No Delay,None
11011,Rain,Rain,2004-02-16,15,No Delay,None
11012,Rain,Rain,2004-02-17,15,No Delay,None
11013,Rain,Rain,2004-02-18,15,No Delay,None
11014,Mostly Cloudy,Mostly Cloudy,2004-02-19,15,No Delay,None
11015,Partly Cloudy,Partly Cloudy,2004-02-20,15,No Delay,None
11016,Mostly Cloudy,Clear,2004-02-21,15,No Delay,None
11017,Mostly Cloudy,Partly Cloudy,2004-02-22,15,No Delay,None
11018,Mostly Cloudy,Fair,2004-02-23,15,No Delay,None
11019,Mostly Cloudy,Mostly Cloudy,2004-02-24,15,No Delay,None
11020,Mostly Cloudy,Mostly Cloudy,2004-02-25,15,No Delay,None
11021,Rain,Mostly Cloudy,2004-02-26,15,No Delay,None
11022,Rain,Rain,2004-02-27,15,No Delay,None
11023,Mostly Cloudy,Mostly Cloudy,2004-02-28,15,No Delay,None
11024,Rain,Rain,2004-02-29,15,No Delay,None
11025,Mostly Cloudy,Mostly Cloudy,2004-03-01,15,No Delay,None
11026,Partly Cloudy,Partly Cloudy,2004-03-02,15,No Delay,None
11027,Rain,Partly Cloudy,2004-03-03,15,No Delay,None
11028,Rain,Mostly Cloudy,2004-03-04,15,No Delay,None
11029,Rain,Rain,2004-03-05,15,No Delay,None
11030,Partly Cloudy,Rain,2004-03-06,15,No Delay,None
11031,Rain,Mostly Cloudy,2004-03-07,15,No Delay,None
11032,Clear,Fair,2004-03-08,15,No Delay,None
11033,Mostly Cloudy,Fair,2004-03-09,15,No Delay,None
11034,Clear,Clear,2004-03-10,15,No Delay,None
11035,Clear,Partly Cloudy,2004-03-11,15,No Delay,None
11036,Partly Cloudy,Partly Cloudy,2004-03-12,15,No Delay,None
11037,Mostly Cloudy,Partly Cloudy,2004-03-13,15,No Delay,None
11038,Mostly Cloudy,Partly Cloudy,2004-03-14,15,No Delay,None
11039,Partly Cloudy,Mostly Cloudy,2004-03-15,15,No Delay,None
11040,Mostly Cloudy,Clear,2004-03-16,15,No Delay,None
11041,Mostly Cloudy,Clear,2004-03-17,15,No Delay,None
11042,Mostly Cloudy,Rain,2004-03-18,15,No Delay,None
11043,Mostly Cloudy,Mostly Cloudy,2004-03-19,15,No Delay,None
11044,Partly Cloudy,Rain,2004-03-20,15,No Delay,None
11045,Partly Cloudy,Overcast,2004-03-21,15,No Delay,None
11046,Clear,Partly Cloudy,2004-03-22,15,No Delay,None
11047,Mostly Cloudy,Mostly Cloudy,2004-03-23,15,No Delay,None
11048,Partly Cloudy and Rain Showers,Rain,2004-03-24,15,No Delay,None
11049,Rain,Mostly Cloudy,2004-03-25,15,No Delay,None
11050,Mostly Cloudy,Rain,2004-03-26,15,No Delay,None
11051,Mostly Cloudy,Mostly Cloudy,2004-03-27,15,No Delay,None
11052,Clear,Clear,2004-03-28,15,No Delay,None
11053,Clear,Mostly Cloudy,2004-03-29,15,No Delay,None
11054,Rain,Rain,2004-03-30,15,No Delay,None
11055,Partly Cloudy,Rain,2004-03-31,15,No Delay,None
11056,Clear,Clear,2004-04-01,15,No Delay,None
11057,Clear,Clear,2004-04-02,15,No Delay,None
11058,Partly Cloudy,Clear,2004-04-03,15,No Delay,None
11059,Clear,Mostly Cloudy,2004-04-04,15,No Delay,None
11060,Mostly Cloudy,Mostly Cloudy,2004-04-05,15,No Delay,None
11061,Mostly Cloudy,Mostly Cloudy,2004-04-06,15,No Delay,None
11062,Overcast,Fair,2004-04-07,15,No Delay,None
11063,Partly Cloudy,Partly Cloudy,2004-04-08,15,No Delay,None
11064,Clear,Clear,2004-04-09,15,No Delay,None
11065,Fair,Clear,2004-04-10,15,No Delay,None
11066,Partly Cloudy and Rain Showers,Partly Cloudy and Rain Showers,2004-04-11,15,No Delay,None
11067,Clear,Fair,2004-04-12,15,No Delay,None
11068,Mostly Cloudy,Partly Cloudy,2004-04-13,15,No Delay,None
11069,Mostly Cloudy,Rain,2004-04-14,15,No Delay,None
11070,Mostly Cloudy,Rain,2004-04-15,15,No Delay,None
11071,Mostly Cloudy,Mostly Cloudy,2004-04-16,15,No Delay,None
11072,Rain,Rain,2004-04-17,15,No Delay,None
11073,Mostly Cloudy,Partly Cloudy and Rain Showers,2004-04-18,15,No Delay,None
11074,Rain,Partly Cloudy,2004-04-19,15,No Delay,None
11075,Mostly Cloudy,Rain,2004-04-20,15,No Delay,None
11076,Mostly Cloudy,Rain,2004-04-21,15,No Delay,None
11077,Clear,Clear,2004-04-22,15,No Delay,None
11078,Mostly Cloudy,Mostly Cloudy,2004-04-23,15,No Delay,None
11079,Partly Cloudy and Rain Showers,Clear,2004-04-24,15,No Delay,None
11080,Clear,Clear,2004-04-25,15,No Delay,None
11081,Clear,Clear,2004-04-26,15,No Delay,None
11082,Partly Cloudy,Partly Cloudy,2004-04-27,15,No Delay,None
11083,Mostly Cloudy,Mostly Cloudy,2004-04-28,15,No Delay,None
11084,Clear,Clear,2004-04-29,15,No Delay,None
11085,Clear,Clear,2004-04-30,15,No Delay,None
11086,Clear,Partly Cloudy,2004-05-01,15,No Delay,None
11087,Partly Cloudy,Clear,2004-05-02,15,No Delay,None
11088,Mostly Cloudy,Fair,2004-05-03,15,No Delay,None
11089,Rain,Mostly Cloudy,2004-05-04,15,No Delay,None
11090,Mostly Cloudy,Partly Cloudy,2004-05-05,15,No Delay,None
11091,Partly Cloudy,Partly Cloudy,2004-05-06,15,No Delay,None
11092,Rain,Rain,2004-05-07,15,No Delay,None
11093,Mostly Cloudy,Rain,2004-05-08,15,No Delay,None
11094,Mostly Cloudy,Mostly Cloudy,2004-05-09,15,No Delay,None
11095,Rain,Rain,2004-05-10,15,No Delay,None
11096,Mostly Cloudy,Rain,2004-05-11,15,No Delay,None
11097,Mostly Cloudy,Rain,2004-05-12,15,No Delay,None
11098,Clear,Clear,2004-05-13,15,No Delay,None
11099,Mostly Cloudy,Mostly Cloudy,2004-05-14,15,No Delay,None
